ndb	name	kcal	protein	carbs	fats	fiber	sugar	sodium	sat_fat	p1	p1g	p2	p2g
05220	Turkey, breast, from whole bird, meat only, roasted	147	30.13	0	2.08	0	0	99	0.593	3 oz	85	1 breast	1413
05227	Turkey, wing, from whole bird, meat only, raw	114	23.66	0.14	1.48	0	0.05	113	0.289	3 oz	85	1 wing	346
05228	Turkey, wing, from whole bird, meat only, roasted	147	30.13	0	2.08	0	0	99	0.593	3 oz	85	1 wing	213
05236	Turkey, young hen, skin only, cooked, roasted	482	19.03	0	44.45	0		44	11.59	1 unit,  (yield from 1 lb ready-to-cook turkey)	31	.5 turkey, skin only	196
05277	Chicken, canned, meat only, with broth	165	21.77	0	7.95	0	0	503	2.2	1 can,  (5 oz)	142		
05282	Pate de foie gras, canned (goose liver pate), smoked	462	11.4	4.67	43.84	0		697	14.45	1 tbsp	13	1 oz	28.35
05284	Turkey, canned, meat only, with broth	169	23.68	1.47	6.86	0	0	518	2	1 cup,  drained	135	1 can,  (5 oz)	142
05285	Turkey, diced, light and dark meat, seasoned	138	18.7	1	6	0		850	1.75	1 oz	28.35	.5 lb	227
05286	Turkey and gravy, frozen	67	5.88	4.61	2.63	0		554	0.85	3 oz	85	1 package,  (net weight, 5 oz)	142
05293	Turkey breast, pre-basted, meat and skin, cooked, roasted	126	22.16	0	3.46	0		397	0.98	3 oz	85	.5 breast, bone removed	864
05294	Turkey thigh, pre-basted, meat and skin, cooked, roasted	157	18.8	0	8.54	0		437	2.65	3 oz	85	1 thigh, bone removed	314
05295	Turkey roast, boneless, frozen, seasoned, light and dark meat, raw	120	17.6	6.4	2.2	0		678	0.73	3 oz	85	1 box,  (net weight, 2.5 lb)	1134
05300	Turkey sticks, breaded, battered, fried	279	14.2	17	16.9			838	4.38	1 stick,  (2.25 oz)	64		
05301	Poultry, mechanically deboned, from backs and necks with skin, raw	272	11.39	0	24.73	0		40	7.45	.5 lb	227		
01001	Butter, salted	717	0.85	0.06	81.11	0	0.06	643	51.368	1 pat,  (1" sq, 1/3" high)	5	1 tbsp	14.2
01002	Butter, whipped, with salt	718	0.49	2.87	78.3	0	0.06	583	45.39	1 pat,  (1" sq, 1/3" high)	3.8	1 tbsp	9.4
01003	Butter oil, anhydrous	876	0.28	0	99.48	0	0	2	61.924	1 tbsp	12.8	1 cup	205
01004	Cheese, blue	353	21.4	2.34	28.74	0	0.5	1146	18.669	1 oz	28.35	1 cubic inch	17
01005	Cheese, brick	371	23.24	2.79	29.68	0	0.51	560	18.764	1 cup, diced	132	1 cup, shredded	113
01006	Cheese, brie	334	20.75	0.45	27.68	0	0.45	629	17.41	1 oz	28.35	1 cup, sliced	144
01007	Cheese, camembert	300	19.8	0.46	24.26	0	0.46	842	15.259	1 oz	28.35	1 cup	246
01008	Cheese, caraway	376	25.18	3.06	29.2	0		690	18.584	1 oz	28.35		
01009	Cheese, cheddar	404	22.87	3.09	33.31	0	0.48	653	18.867	1 cup, diced	132	1 cup, melted	244
01010	Cheese, cheshire	387	23.37	4.78	30.6	0		700	19.475	1 oz	28.35		
01011	Cheese, colby	394	23.76	2.57	32.11	0	0.52	604	20.218	1 cup, diced	132	1 cup, shredded	113
01012	Cheese, cottage, creamed, large or small curd	98	11.12	3.38	4.3	0	2.67	364	1.718	4 oz	113	1 cup, large curd (not packed)	210
01013	Cheese, cottage, creamed, with fruit	97	10.69	4.61	3.85	0.2	2.38	344	2.311	4 oz	113	1 cup,  (not packed)	226
01014	Cheese, cottage, nonfat, uncreamed, dry, large or small curd	72	10.34	6.66	0.29	0	1.85	372	0.169	1 cup,  (not packed)	145	4 oz	113
01015	Cheese, cottage, lowfat, 2% milkfat	81	10.45	4.76	2.27	0	4	308	1.235	4 oz	113	1 cup,  (not packed)	226
01016	Cheese, cottage, lowfat, 1% milkfat	72	12.39	2.72	1.02	0	2.72	406	0.645	4 oz	113	1 cup,  (not packed)	226
01017	Cheese, cream	350	6.15	5.52	34.44	0	3.76	314	20.213	1 tbsp	14.5	1 cup	232
01018	Cheese, edam	357	24.99	1.43	27.8	0	1.43	812	17.572	1 oz	28.35	1 package,  (7 oz)	198
01019	Cheese, feta	264	14.21	4.09	21.28	0	4.09	917	14.946	1 cup, crumbled	150	1 oz	28.35
01020	Cheese, fontina	389	25.6	1.55	31.14	0	1.55	800	19.196	1 cup, diced	132	1 cup, shredded	108
01021	Cheese, gjetost	466	9.65	42.65	29.51	0		600	19.16	1 oz	28.35	1 package,  (8 oz)	227
01022	Cheese, gouda	356	24.94	2.22	27.44	0	2.22	819	17.614	1 oz	28.35	1 package,  (7 oz)	198
01023	Cheese, gruyere	413	29.81	0.36	32.34	0	0.36	714	18.913	1 oz	28.35	1 slice,  (1 oz)	28
03023	Finger snacks, GERBER GRADUATE PUFFS, apple and cinnamon	389	6.19	85.79	2.3	3.8	17.84	13	0.143				
03024	Babyfood, water, bottled, GERBER, without added fluoride.	0	0	0	0	0	0	0	0	1 serving	113		
03025	Babyfood, GERBER, 3rd Foods, apple, mango and kiwi	53	0.47	12.88	0	2	10.18	2	0				
03026	Babyfood, tropical fruit medley	51	0.31	12.22	0.14	1.3	9.78	0	0				
03041	Babyfood, dinner, vegetables and dumplings and beef, strained	48	2	7.7	0.9		0	49		1 oz	28.35	1 jar	113
03042	Babyfood, dinner, vegetables and dumplings and beef, junior	48	2.1	8	0.8		0	52		1 oz	28.35	1 jar	170
03043	Babyfood, dinner, beef lasagna, toddler	77	4.2	10	2.1		0	41		1 oz	28.35	1 jar	170
03044	Babyfood, dinner, macaroni and tomato and beef, strained	61	2.36	9.45	1.47	1.2	2.09	38	0.486	1 tbsp	16	1 oz	28.35
03045	Babyfood, dinner, macaroni and tomato and beef, junior	59	2.5	9.4	1.1	1.1	2.43	35	0.411	1 tbsp	16	1 oz	28.35
03046	Babyfood, ravioli, cheese filled, with tomato sauce	99	3.6	16.3	2.2	0.1	0.59	282	0.96	1 tbsp	16	1 piece	8
03047	Babyfood, dinner, beef noodle, strained	63	2.44	8.18	2.26	1.3	1.42	15	0.937	1 tbsp	16	1 oz	28.35
03048	Babyfood, macaroni and cheese, toddler	82	3.5	11.2	2.6	0.5	0.79	112	1.53	1 container	113		
03049	Babyfood, dinner, beef and rice, toddler	82	5	8.8	2.9		0	32		1 oz	28.35	1 jar	170
03050	Babyfood, dinner, spaghetti and tomato and meat, junior	68	2.57	11.42	1.37	1.1	2.72	30	0.543	1 tbsp	16	1 oz	28.35
03051	Babyfood, dinner, spaghetti and tomato and meat, toddler	75	5.3	10.8	1			239		1 oz	28.35	1 jar	170
03052	Babyfood, dinner, beef stew, toddler	51	5.1	5.5	1.2	1.1	1.39	106	0.58	1 oz	28.35	1 jar	170
03053	Babyfood, dinner, vegetables and beef, strained	77	2.21	8.84	3.6	1.3	2.34	31	0.87	1 cup	256	1 tbsp	16
03054	Babyfood, dinner, vegetables and beef, junior	77	2.21	8.84	3.6	1.3	2.34	31	1.367	1 cup	256	1 tbsp	16
03055	Babyfood, dinner, beef with vegetables	96	2.03	6.36	6.93	1.8	2.16	38	2.84	1 jar,  Beech-Nut Stage 2 (4 oz)	113		
03059	Babyfood, dinner, vegetables and bacon, strained	69	1.92	8.81	2.95	1.7	1.77	49	1.063	1 cup	256	1 tbsp	16
03061	Babyfood, dinner, vegetables and ham, strained	59	2.19	7.8	2.14	1.6	1.37	16	0.764	1 cup	256	1 tbsp	16
04120	Salad dressing, french dressing, commercial, regular	457	0.77	15.58	44.81	0	15.95	836	5.648	1 tbsp	16	1 cup	250
04128	Margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt	339	0.51	0.66	37.77	0	0	589	8.637	1 tbsp	14.9	1 cup	232
04133	Salad dressing, french, home recipe	631	0.1	3.4	70.2	0		658	12.6	1 tablespoon	14	1 cup	220
04135	Salad dressing, home recipe, vinegar and oil	449	0	2.5	50.1	0	2.5	1	9.1	1 tablespoon	16	1 cup	250
04141	Salad dressing, french dressing, commercial, regular, without salt	459	0.77	15.58	44.81	0	15.95	0	5.648	1 tablespoon	15		
04142	Salad dressing, french dressing, reduced fat, without salt	233	0.58	29.28	13.46	1.1	28.45	30	1.099	1 tablespoon	16	1 cup	260
04143	Salad dressing, italian dressing, commercial, regular, without salt	292	0.38	10.43	28.37	0	8.32	30	4.474	1 tablespoon	14.7	1 cup	235
04144	Salad dressing, italian dressing, reduced fat, without salt	76	0.47	4.57	6.38	0	4.55	30	0.451	1 tablespoon	15	1 cup	240
04145	Salad dressing, mayonnaise, soybean oil, without salt	717	1.1	2.7	79.4	0		30	11.8	1 tablespoon	13.8	1 cup	220
04146	Salad dressing, french, cottonseed, oil, home recipe	631	0.1	3.4	70.2	0		658	18.2	1 tablespoon	14	1 cup	220
04367	Salad dressing, french dressing, fat-free	132	0.2	32.14	0.27	2.2	16.45	853	0.037	1 tablespoon	16	1 cup	256
04501	Oil, cocoa butter	884	0	0	100	0	0	0	59.7	1 tablespoon	13.6	1 cup	218
04502	Oil, cottonseed, salad or cooking	884	0	0	100	0	0	0	25.9	1 tablespoon	13.6	1 cup	218
04506	Oil, sunflower, linoleic, (approx. 65%)	884	0	0	100	0	0	0	10.3	1 tbsp	13.6	1 cup	218
04510	Oil, safflower, salad or cooking, linoleic, (over 70%)	884	0	0	100	0	0	0	6.203	1 tbsp	13.6	1 cup	218
04511	Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)	884	0	0	100	0	0	0	7.541	1 tablespoon	13.6	1 cup	218
04513	Vegetable oil, palm kernel	862	0	0	100	0	0	0	81.5	1 tablespoon	13.6	1 cup	218
04514	Oil, poppyseed	884	0	0	100	0	0	0	13.5	1 tablespoon	13.6	1 cup	218
04515	Oil, tomatoseed	884	0	0	100	0	0	0	19.7	1 tablespoon	13.6	1 cup	218
04516	Oil, teaseed	884	0	0	100	0	0	0	21.1	1 tablespoon	13.6	1 cup	218
04517	Oil, grapeseed	884	0	0	100	0	0	0	9.6	1 tablespoon	13.6	1 cup	218
04518	Oil, corn, industrial and retail, all purpose salad or cooking	900	0	0	100	0	0	0	12.948	1 tbsp	13.6	1 cup	218
04520	Fat, mutton tallow	902	0	0	100	0	0	0	47.3	1 tbsp	12.8	1 cup	205
04528	Oil, walnut	884	0	0	100	0	0	0	9.1	1 tbsp	13.6	1 cup	218
04529	Oil, almond	884	0	0	100	0	0	0	8.2	1 tablespoon	13.6	1 cup	218
04530	Oil, apricot kernel	884	0	0	100	0	0	0	6.3	1 tablespoon	13.6	1 cup	218
04531	Oil, soybean lecithin	763	0	0	100	0	0	0	15.005	1 tablespoon	13.6	1 cup	218
04532	Oil, hazelnut	884	0	0	100	0	0	0	7.4	1 tablespoon	13.6	1 cup	218
04534	Oil, babassu	884	0	0	100	0	0	0	81.2	1 tbsp	13.6	1 cup	218
04536	Oil, sheanut	884	0	0	100	0	0	0	46.6	1 tablespoon	13.6	1 cup	218
04539	Salad dressing, blue or roquefort cheese dressing, commercial, regular	484	1.37	4.77	51.1	0.4	3.48	642	8.275	1 tbsp	15	1 cup	245
04541	Oil, cupu assu	884	0	0	100	0	0	0	53.2	1 tablespoon	13.6	1 cup	218
04542	Fat, chicken	900	0	0	99.8	0	0	0	29.8	1 tbsp	12.8	1 cup	205
04543	Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	884	0	0	100	0	0	0	18	1 tablespoon	13.6	1 cup	218
04544	Shortening, household, lard and vegetable oil	900	0	0	100	0	0	0	40.3	1 tablespoon	12.8	1 cup	205
05302	Poultry, mechanically deboned, from backs and necks without skin, raw	199	13.79	0	15.48	0		51	4.71	.5 lb	227		
05303	Poultry, mechanically deboned, from mature hens, raw	243	14.72	0	19.98	0		40	4.73	.5 lb	227		
05304	Turkey, mechanically deboned, from turkey frames, raw	201	13.29	0	15.96	0		48	5.31	.5 lb	227		
05305	Ground turkey, raw	148	19.66	0	7.66	0	0	58	2.024	1 lb	453.6	1 patty,  4 oz	114
05306	Ground turkey, cooked	203	27.37	0	10.4	0	0	78	2.669	1 patty,  (4 oz, raw) (yield after cooking)	82	1 unit,  yield from 1 lb raw	330
05307	Chicken, cornish game hens, meat and skin, raw	200	17.15	0	14.02	0	0	61	3.89	3 oz	85	.5 bird	168
05308	Chicken, cornish game hens, meat and skin, cooked, roasted	259	22.27	0	18.21	0	0	64	5.05	3 oz	85	.5 bird	129
05309	Chicken, cornish game hens, meat only, raw	116	20.04	0	3.33	0	0	68	0.85	3 oz	85	.5 bird	120
05310	Chicken, cornish game hens, meat only, cooked, roasted	134	23.3	0	3.87	0	0	63	0.99	3 oz	85	.5 bird	110
05311	Chicken, canned, no broth	185	25.3	0.9	8.1	0	0	482	2.25	1 oz	28	1 cup	205
05312	Chicken, wing, frozen, glazed, barbecue flavored	211	19.67	3.34	12.67	0.6	2.04	615	3.321	1 piece	29	1 serving	86
05313	Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)	248	25.34	3.84	13.9	0.9	2.1	837	3.655	1 serving	74		
05314	Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw	108	20.32	0	3	0	0	173	0.545	3 oz	85	1 piece	263
05315	Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted	202	24.5	0	10.85			84	2.922	1 unit,  (yield from 1 lb ready-to-cook duck)	56	3 oz	85
05316	Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled	140	27.6	0	2.5			105	0.578	3 oz	85	.5 breast, bone and skin removed	95
05317	Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted	217	26.75	0	11.4			110	2.975	1 leg, bone removed (yield after cooking)	92	1 unit,  (yield from 1 lb ready-to-cook duck)	43
05318	Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised	178	29.1	0	5.96			108	1.339	3 oz	85	1 cup, chopped or diced, cooked	174
05319	Chicken, broiler, rotisserie, BBQ, drumstick, meat only	172	27.71	0	6.76	0	0	403	1.573	1 drumstick	71		
05320	Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)	242	22.24	3.36	14.87	0.5	1.94	559	3.966	1 serving	96		
05323	Chicken patty, frozen, uncooked	292	14.33	13.61	20.04	1.2	0	518	4.013	1 patty	60		
05324	Chicken patty, frozen, cooked	287	14.85	12.84	19.58	0.3	0	532	3.662	1 patty	60		
05326	Chicken breast tenders, breaded, cooked, microwaved	252	16.35	17.56	12.89	0	0	446	3.2	1 piece	15	4 pieces	62
05327	Chicken breast tenders, breaded, uncooked	263	14.73	15.01	15.75	1.1	0.37	536	3.26	1 piece	15	4 pieces	62
01024	Cheese, limburger	327	20.05	0.49	27.25	0	0.49	800	16.746	1 cup	134	1 oz	28.35
01025	Cheese, monterey	373	24.48	0.68	30.28	0	0.5	600	19.066	1 cup, diced	132	1 cup, shredded	113
01026	Cheese, mozzarella, whole milk	300	22.17	2.19	22.35	0	1.03	627	13.152	1 cup, shredded	112	1 oz	28.35
01027	Cheese, mozzarella, whole milk, low moisture	318	21.6	2.47	24.64	0	1.01	710	15.561	1 oz	28.35	1 cubic inch	18
01028	Cheese, mozzarella, part skim milk	254	24.26	2.77	15.92	0	1.13	619	10.114	1 oz	28.35		
01029	Cheese, mozzarella, low moisture, part-skim	295	23.75	5.58	19.78	0	1.9	666	11.295	1 cup, diced	132	1 cup, shredded	113
01030	Cheese, muenster	368	23.41	1.12	30.04	0	1.12	628	19.113	1 cup, diced	132	1 cup, shredded	113
01031	Cheese, neufchatel	253	9.15	3.59	22.78	0	3.19	334	12.79	1 oz	28.35	1 package,  (3 oz)	85
01032	Cheese, parmesan, grated	420	28.42	13.91	27.84	0	0.07	1804	15.371	1 cup	100	1 tbsp	5
01033	Cheese, parmesan, hard	392	35.75	3.22	25.83	0	0.8	1376	16.41	1 oz	28.35	1 cubic inch	10.3
01034	Cheese, port de salut	352	23.78	0.57	28.2	0	0.57	534	16.691	1 cup, diced	132	1 cup, shredded	113
01035	Cheese, provolone	351	25.58	2.14	26.62	0	0.56	876	17.078	1 cup, diced	132	1 oz	28.35
01036	Cheese, ricotta, whole milk	174	11.26	3.04	12.98	0	0.27	84	8.295	.5 cup	124	1 cup	246
01037	Cheese, ricotta, part skim milk	138	11.39	5.14	7.91	0	0.31	99	4.927	.5 cup	124	1 oz	28.35
01038	Cheese, romano	387	31.8	3.63	26.94	0	0.73	1433	17.115	1 oz	28.35	5 package,  (5 oz)	142
01039	Cheese, roquefort	369	21.54	2	30.64	0		1809	19.263	1 oz	28.35	1 package,  (3 oz)	85
01040	Cheese, swiss	393	26.96	1.44	30.99	0	0	187	18.227	1 cup, diced	132	1 cup, melted	244
01041	Cheese, tilsit	340	24.41	1.88	25.98	0		753	16.775	1 oz	28.35	1 package,  (6 oz)	170
01042	Cheese, pasteurized process, American, fortified with vitamin D	366	18.13	4.78	30.71	0	2.26	1671	18.057	1 oz	28.35	1 slice,  (1 oz)	28
01043	Cheese, pasteurized process, pimento	375	22.13	1.73	31.2	0.1	0.62	915	19.663	1 cup, diced	140	1 cup, melted	244
03062	Babyfood, dinner, vegetables and ham, junior	60	2.02	8.64	1.89	1	0.99	45	0.483	1 cup	256	1 tbsp	16
03066	Babyfood, dinner, vegetables and lamb, strained	52	2	6.9	2	1.1	0.94	20	0.828	1 cup	256	1 tbsp	16
03067	Babyfood, dinner, vegetables and lamb, junior	51	2.1	7.1	1.7	1.1	0.94	13	0.696	1 oz	28.35	1 jar	170
03068	Babyfood, dinner, chicken noodle, strained	66	2.69	9.08	2.06	2.1	2.5	38	0.595	1 tbsp	16	1 oz	28.35
03069	Babyfood, dinner, chicken noodle, junior	55	2.37	8.79	1.18	0.9	1.07	35	0.338	1 tbsp	16	1 oz	28.35
03070	Babyfood, dinner, chicken soup, strained	50	1.6	7.2	1.7	1.1	1.72	16	0.278	1 jar,  Beech-Nut Stage 2 (4 oz)	113	1 tbsp	16
03072	Babyfood, dinner, chicken stew, toddler	78	5.2	6.4	3.7	0.6	1.68	25	1.1	1 tbsp	16	1 oz	28.35
03073	Babyfood, dinner, vegetables chicken, strained	59	2.47	8.42	1.73	2.1	1.58	24	0.496	1 cup	256	1 tbsp	16
03075	Babyfood, dinner, vegetables, noodles and chicken, strained	63	2	7.9	2.5	1.1		20		1 oz	28.35	1 jar	113
03076	Babyfood, dinner, vegetables, noodles and chicken, junior	64	1.7	9.1	2.2	1.1		26		1 oz	28.35	1 jar	170
03077	Babyfood, dinner, pasta with vegetables	60	1.7	8.4	2.1	1.5	1.2	11	1.23	1 jar,  Gerber (4 oz)	113		
03079	Babyfood, dinner, vegetables and noodles and turkey, strained	44	1.2	6.8	1.2	1.1		21		1 oz	28.35	1 jar	113
03081	Babyfood, dinner, vegetables and noodles and turkey, junior	52	1.8	7.6	1.5	1.1		17		1 oz	28.35	1 jar	170
03082	Babyfood, dinner, turkey and rice, strained	52	2.27	7.94	1.24	0.9	1.66	19	0.338	1 tbsp	16	1 oz	28.35
03083	Babyfood, dinner, turkey and rice, junior	56	2.37	9.57	0.92	1	1.25	23	0.239	1 tbsp	16	1 oz	28.35
03084	Babyfood, dinner, vegetables and turkey, strained	48	2.32	7.62	0.9	1.5	1.54	20	0.236	1 cup	256	1 tbsp	16
03085	Babyfood, dinner, vegetables and turkey, junior	53	1.72	7.55	1.74	0.9	1.36	45	0.485	1 cup	256	1 tbsp	16
03089	Babyfood, dinner, macaroni and cheese, strained	67	3.14	8.95	2.11	0.7	1.27	119	1.291	1 oz	28.35	1 jar	113
03090	Babyfood, dinner, macaroni and cheese, junior	61	2.6	8.2	2	0.3	1.32	266	1.175	1 oz	28.35	1 jar	170
03091	Babyfood, vegetables, green beans, strained	27	1.2	6.29	0.17	2.2	1.88	7	0.039	1 cup	240	1 tbsp	15
03092	Babyfood, vegetables, green beans, junior	24	1.2	5.8	0.1	1.9	1.08	5	0.023	1 cup	240	1 tbsp	15
03093	Babyfood, green beans, dices, toddler	29	1.2	5.7	0.2	1.3	1.06	37	0.044	1 oz	28.35	1 jar	128
03096	Babyfood, vegetable, green beans and potatoes	62	2.2	9	1.9	1.4	2.35	18	1.117	1 jar,  Gerber (4 oz)	113		
04545	Oil, sunflower, linoleic, (partially hydrogenated)	884	0	0	100	0	0	0	13	1 tbsp	13.6	1 cup	218
04546	Shortening bread, soybean (hydrogenated) and cottonseed	884	0	0	100	0	0	0	22	1 tablespoon	12.8	1 cup	205
04548	Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)	884	0	0	100	0	0	0	27.2	1 tbsp	12.8	1 cup	205
04549	Shortening industrial, lard and vegetable oil	900	0	0	100	0		0	35.7	1 tbsp	12.8	1 cup	205
04550	Shortening frying (heavy duty), beef tallow and cottonseed	900	0	0	100	0		0	44.9	1 tbsp	12.8	1 cup	205
04551	Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)	884	0	0	100	0	0	0	91.3	1 tbsp	12.8	1 cup	205
04554	Shortening industrial, soybean (hydrogenated) and cottonseed	884	0	0	100	0	0	0	25.6	1 tbsp	12.8	1 cup	205
04556	Shortening frying (heavy duty), palm (hydrogenated)	884	0	0	100	0		0	47.5	1 tbsp	12.8	1 cup	205
04559	Shortening household soybean (hydrogenated) and palm	884	0	0	100	0		0	25.02	1 tbsp	12.8	1 cup	205
04560	Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)	884	0	0	100	0	0	0	21.1	1 tbsp	12.8	1 cup	205
04570	Shortening, confectionery, fractionated palm	884	0	0	100	0		0	65.5	1 tbsp	13.6	1 cup	218
04572	Oil, nutmeg butter	884	0	0	100	0	0	0	90	1 tbsp	13.6	1 cup	218
04573	Oil, ucuhuba butter	884	0	0	100	0	0	0	85.2	1 tbsp	13.6	1 cup	218
04574	Fat, duck	882	0	0	99.8	0	0	0	33.2	1 tbsp	12.8	1 cup	205
04575	Fat, turkey	900	0	0	99.8	0	0	0	29.4	1 tbsp	12.8	1 tsp	4.3
04576	Fat, goose	900	0	0	99.8	0		0	27.7	1 tbsp	12.8	1 cup	205
04581	Oil, avocado	884	0	0	100	0		0	11.56	1 tbsp	14	1 cup	218
04582	Oil, canola	884	0	0	100	0	0	0	7.365	1 tbsp	14	1 cup	218
04583	Oil, mustard	884	0	0	100	0		0	11.582	1 tbsp	14	1 cup	218
04584	Oil, sunflower, high oleic (70% and over)	884	0	0	100	0	0	0	9.859	1 tbsp	14	1 cup	218
04585	Margarine-like, margarine-butter blend, soybean oil and butter	727	0.31	0.77	80.32	0	0	719	14.198	1 tbsp	14.1	1 cup	227
04586	Shortening, special purpose for cakes and frostings, soybean (hydrogenated)	884	0	0	100	0	0	0	20.001	1 tbsp	12.8	1 cup	205
04587	Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed	884	0	0	100	0	0	0	28.843	1 tbsp	12.8	1 cup	205
04588	Oil, oat	884	0	0	100	0	0	0	19.62	1 tbsp	13.6	1 cup	218
04589	Fish oil, cod liver	902	0	0	100	0		0	22.608	1 tsp	4.5	1 tbsp	13.6
04590	Fish oil, herring	902	0	0	100	0		0	21.29	1 tbsp	13.6	1 tsp	4.5
04591	Fish oil, menhaden	902	0	0	100	0		0	30.427	1 tbsp	13.6	1 tsp	4.5
04592	Fish oil, menhaden, fully hydrogenated	902	0	0	100	0		0	95.6	1 tbsp	12.5	1 tsp	4.5
04593	Fish oil, salmon	902	0	0	100	0		0	19.872	1 tbsp	13.6	1 tsp	4.5
04594	Fish oil, sardine	902	0	0	100	0		0	29.892	1 tbsp	13.6	1 tsp	4.5
04595	Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)	884	0	0	100	0		0	30.423	1 tbsp	12.8	1 cup	205
04600	Margarine-like, vegetable oil-butter spread, tub, with salt	362	1	1	40	0	0	786	7.238	1 tablespoon	14		
04601	Butter, light, stick, with salt	499	3.3	0	55.1	0	0	450	34.321	1 tablespoon	14		
04602	Butter, light, stick, without salt	499	3.3	0	55.1	0	0	36	34.321	1 tablespoon	14		
04606	Meat drippings (lard, beef tallow, mutton tallow)	889	0	0	98.59	0	0	545	44.79	1 tablespoon	12.8	1 oz	28.35
04609	Animal fat, bacon grease	897	0	0	99.5	0	0	150	39.004	1 tsp	4.3		
04610	Margarine, regular, 80% fat, composite, stick, with salt	717	0.16	0.7	80.71	0	0	751	15.189	1 tbsp	14	1 cup	227
04611	Margarine, regular, 80% fat, composite, tub, with salt	713	0.22	0.75	80.17	0	0	657	14.224	1 tbsp	14.2	1 cup	227
05333	Chicken, ground, crumbles, cooked, pan-browned	189	23.28	0	10.92	0	0	75	3.11	3 oz, crumbled	85		
05334	Chicken, broiler, rotisserie, BBQ, thigh, meat only	193	24.09	0	10.74	0	0	335	2.777	1 thigh	95		
05335	Chicken, feet, boiled	215	19.4	0.2	14.6	0	0	67	3.92	1 oz	28.35	1 lb	453.6
05336	USDA Commodity Chicken, canned, meat only, drained	162	27.52	0	5.72	0	0	271	1.572	1 cup,  drained	135	1 can,  (5 oz)	142
05337	USDA Commodity, Chicken, canned, meat only, with water	129	22.02	0	4.58	0	0	251	1.258	1 cup,  drained	135	1 can,  (5 oz)	142
05338	USDA Commodity, Chicken, canned, meat only, with broth	133	22.41	0.23	4.69	0	0.03	256	1.293	1 cup,  drained	135	1 can,  (5 oz)	142
05339	Chicken, broiler, rotisserie, BBQ, wing, meat only	184	28.34	0.54	7.79	0	0.53	725	2.134	1 wing	51		
05341	Chicken, broilers or fryers, back, meat only, cooked, rotisserie, original seasoning	205	25.34	0	11.54	0	0	661	3.007	1 serving,  (3 oz)	85	1 back	102
05342	Chicken, broilers or fryers, breast, meat only, cooked, rotisserie, original seasoning	137	28	0	2.79	0	0	313	0.775	3 oz	85	1 breast, breast with skin and bone	483
05343	Chicken, broilers or fryers, drumstick, meat only, cooked, rotisserie, original seasoning	176	28.74	0	6.81	0	0	417	1.594	1 drumstick	53	1 serving,  (3oz)	85
05344	Chicken, broilers or fryers, skin only, cooked, rotisserie, original seasoning	406	17.66	0.11	37.24	0	0.11	381	9.994	1 oz	28.35		
05345	Chicken, broilers or fryers, thigh, meat only, cooked, rotisserie, original seasoning	196	24.06	0	11.09	0	0	337	2.866	1 thigh	89	1 serving,  (3 oz)	85
05346	Chicken, broilers or fryers, wing, meat only, cooked, rotisserie, original seasoning	197	27.69	0	9.53	0	0	725	2.223	1 wing	53	1 serving,  (3 oz)	85
05332	Chicken, ground, raw	143	17.44	0.04	8.1	0	0	60	2.301	4 oz, crumbled	112		
05347	Chicken, broilers or fryers, back, meat and skin, cooked, rotisserie, original seasoning	260	23.23	0.03	18.59	0	0.03	584	4.924	1 back	102	1 serving,  (3 oz)	85
05348	Chicken, broilers or fryers, breast, meat and skin, cooked, rotisserie, original seasoning	184	27.48	0.02	8.18	0	0.02	347	2.114	1 serving,  (3 oz)	85	1 oz	28.35
05349	Chicken, broilers or fryers, drumstick, meat and skin, cooked, rotisserie, original seasoning	215	26.86	0.02	11.98	0	0.02	411	3.02	1 drumstick	53	1 serving,  (3 oz)	85
01044	Cheese, pasteurized process, swiss	334	24.73	2.1	25.01	0	1.23	1370	16.045	1 cup, diced	140	1 cup, shredded	113
01045	Cheese food, cold pack, American	331	19.66	8.32	24.46	0		966	15.355	1 oz	28.35	1 package,  (8 oz)	227
01046	Cheese food, pasteurized process, American, vitamin D fortified	330	16.86	8.56	25.63	0	5.59	1284	15.057	1 cup	113	1 oz	28.35
