ndb	name	kcal	protein	carbs	fats	fiber	sugar	sodium	sat_fat	p1	p1g	p2	p2g
16370	Lentils, mature seeds, cooked, boiled, with salt	114	9.02	19.54	0.38	7.9	1.8	238	0.053	1 cup	198		
16372	Lima beans, large, mature seeds, cooked, boiled, with salt	115	7.8	20.88	0.38	7	2.9	238	0.089	1 cup	188		
16375	Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt	126	8.04	23.31	0.38	7.7		239	0.088	1 cup	182		
16377	Lupins, mature seeds, cooked, boiled, with salt	116	15.57	9.29	2.92	2.8		240	0.346	1 cup	166		
16379	Mothbeans, mature seeds, cooked, boiled, with salt	117	7.81	20.96	0.55			246	0.124	1 cup	177		
16381	Mung beans, mature seeds, cooked, boiled, with salt	105	7.02	19.15	0.38	7.6	2	238	0.116	1 cup	202		
16384	Mungo beans, mature seeds, cooked, boiled, with salt	105	7.54	18.34	0.55	6.4	2.01	243	0.038	1 cup	180		
16386	Peas, split, mature seeds, cooked, boiled, with salt	116	8.34	20.51	0.39	8.3	2.9	238	0.054	1 cup	196		
16389	Peanuts, all types, oil-roasted, without salt	599	28.03	15.26	52.5	9.4	4.18	6	8.686	1 cup	144	1 oz, shelled (32 nuts)	28.35
16390	Peanuts, all types, dry-roasted, without salt	587	24.35	21.26	49.66	8.4	4.9	6	7.723	1 cup	146	1 oz	28.35
16392	Peanuts, spanish, oil-roasted, without salt	579	28.01	17.45	49.04	8.9		6	7.555	1 cup	147	1 oz	28.35
16394	Peanuts, valencia, oil-roasted, without salt	589	27.04	16.3	51.24	8.9		6	7.894	1 cup	144	1 oz	28.35
16396	Peanuts, virginia, oil-roasted, without salt	578	25.87	19.86	48.62	8.9		6	6.345	1 cup	143	1 oz	28.35
13647	Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0" fat, all grades, raw	123	21.64	0	4.09	0	0	73	1.653	3 oz	85	1 steak	1027
13648	Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0" fat, choice, raw	125	21.45	0.11	4.35	0	0	74	1.709	3 oz	85		
13649	Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0" fat, select, raw	121	21.93	0	3.7	0	0	71	1.53	3 oz	85	1 steak	1106
13650	Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	220	27.51	0	12.26	0	0	84	4.968	3 oz	85	1 steak	177
13786	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0" fat, all grades, raw	180	19.18	0	11.48	0	0	81	5.042	3 oz	85	1 roast	723
13788	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0" fat, choice, raw	185	19.14	0	12.02	0	0	80	5.072	3 oz	85	1 roast	698
13791	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0" fat, select, raw	173	19.25	0	10.67	0	0	82	4.998	3 oz	85	1 roast	761
13795	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, all grades, raw	214	20.01	0	14.42	0	0	52	6.036	4 oz	114		
13796	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, all grades, cooked	259	26.11	0	16.59	0	0	50	6.782	3 oz	85		
13797	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, raw	222	19.79	0	15.42	0	0	50	6.43	4 oz	114		
13798	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, cooked	268	25.85	0	17.68	0	0	49	7.243	3 oz	85		
13799	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, select, raw	192	19.06	0	12.4	0	0	51	5.219	4 oz	114		
14204	Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener	440	9	71.4	13.21	4.8	34.98	500	11.376	1 tsp, dry	6.4		
14206	Beverages, tea, green, ready-to-drink, sweetened	27	0	6.2	0.22	0	5.32	21	0	1 cup	270		
14207	Beverages, tea, ready-to-drink, lemon, diet	2	0	0.41	0	0	0	1	0	1 cup	266	16 fl oz	473
14209	Beverages, coffee, brewed, prepared with tap water	1	0.12	0	0.02	0	0	2	0.002	1 fl oz	29.6	6 fl oz	178
14210	Beverages, coffee, brewed, espresso, restaurant-prepared	9	0.12	1.67	0.18	0	0	14	0.092	1 fl oz	29.6		
14211	Beverages, tea, black, ready-to-drink, lemon, diet	1	0	0.22	0	0	0	17	0	1 cup	265		
14214	Beverages, coffee, instant, regular, powder	353	12.2	75.4	0.5	0	0	37	0.197	1 tsp	1	1 packet	2
14215	Beverages, coffee, instant, regular, prepared with water	2	0.1	0.34	0	0	0	4	0.002	1 fl oz	29.8	1 serving,  6 fl oz	179
14216	Beverages, aloe vera juice drink, fortified with Vitamin C	15	0	3.75	0	0	3.75	8	0	8 fl oz	240		
14217	Beverages, OCEAN SPRAY, Cran Grape	54	0.21	13.16	0	0.6	12.6	19	0.001	8 fl oz	240		
14218	Beverages, coffee, instant, decaffeinated, powder	351	11.6	76	0.2	0	0	23	0.101	1 tsp,  rounded	1.8		
14219	Beverages, coffee, instant, decaffeinated, prepared with water	2	0.12	0.43	0	0	0	4	0.001	1 fl oz	29.9	1 serving,  6 fl oz	179
14220	Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled	56	0.29	13.68	0	0.6	13.12	19	0.001	8 fl oz	249		
14221	Beverages, OCEAN SPRAY, Diet Cranberry Juice	4	0.07	0.8	0	0.6	0.25	7	0.001	8 fl oz	237		
14222	Beverages, coffee, instant, with chicory	355	9.3	78.9	0.2	0.5		277	0.071	1 tsp,  rounded	1.8		
14223	Beverages, coffee, instant, chicory	3	0.09	0.75	0	0	0	7	0.001	1 fl oz	29.9	1 serving,  6 fl oz	179
14224	Beverages, coffee, instant, mocha, sweetened	460	5.29	74.04	15.87	1.9	58.2	317	4.934	1 serving, 2 tbsp	13		
14226	Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice	26	0.73	5.77	0	0.7	5.02	2	0.001	8 fl oz	242		
15115	Fish, trout, rainbow, wild, raw	119	20.48	0	3.46	0		31	0.722	3 oz	85	1 fillet	159
15116	Fish, trout, rainbow, wild, cooked, dry heat	150	22.92	0	5.82	0		56	1.619	1 fillet	143	3 oz	85
15117	Fish, tuna, fresh, bluefin, raw	144	23.33	0	4.9	0	0	39	1.257	3 oz	85		
15118	Fish, tuna, fresh, bluefin, cooked, dry heat	184	29.91	0	6.28	0		50	1.612	3 oz	85		
15119	Fish, tuna, light, canned in oil, drained solids	198	29.13	0	8.21	0	0	416	1.534	1 cup, solid or chunks	146	1 oz	28.35
15121	Fish, tuna, light, canned in water, drained solids	86	19.44	0	0.96	0	0	247	0.211	1 oz	28.35	3 oz	85
15123	Fish, tuna, fresh, skipjack, raw	103	22	0	1.01	0		37	0.328	3 oz	85	.5 fillet	198
15124	Fish, tuna, white, canned in oil, drained solids	186	26.53	0	8.08	0	0	396	1.28	3 oz	85	1 can	178
15126	Fish, tuna, white, canned in water, drained solids	128	23.62	0	2.97	0	0	377	0.792	3 oz	85	1 can	172
15127	Fish, tuna, fresh, yellowfin, raw	109	24.4	0	0.49	0	0	45	0.172	1 oz, boneless	28.35	1 cubic inch, boneless	16
15128	Fish, tuna salad	187	16.04	9.41	9.26	0		402	1.544	3 oz	85	1 cup	205
15129	Fish, turbot, european, raw	95	16.05	0	2.95	0		150	0.75	3 oz	85	.5 fillet	204
15130	Fish, whitefish, mixed species, raw	134	19.09	0	5.86	0	0	51	0.906	3 oz	85	1 fillet	198
15131	Fish, whitefish, mixed species, smoked	108	23.4	0	0.93	0	0	1019	0.228	1 cup, cooked	136	1 oz, boneless	28.35
15132	Fish, whiting, mixed species, raw	90	18.31	0	1.31	0	0	72	0.247	1 fillet	92	3 oz	85
15133	Fish, whiting, mixed species, cooked, dry heat	116	23.48	0	1.69	0	0	132	0.4	1 fillet	72	3 oz	85
15134	Fish, wolffish, Atlantic, raw	96	17.5	0	2.39	0		85	0.365	3 oz	85	.5 fillet	153
15135	Fish, yellowtail, mixed species, raw	146	23.14	0	5.24	0		39	1.28	3 oz	85	.5 fillet	187
15136	Crustaceans, crab, alaska king, raw	84	18.29	0	0.6	0		836	0.09	3 oz	85	1 leg	172
15137	Crustaceans, crab, alaska king, cooked, moist heat	97	19.35	0	1.54	0		1072	0.133	1 leg	134	3 oz	85
15138	Crustaceans, crab, alaska king, imitation, made from surimi	95	7.62	15	0.46	0.5	6.25	529	0.216	3 oz	85		
15139	Crustaceans, crab, blue, raw	87	18.06	0.04	1.08	0		293	0.222	3 oz	85	1 crab	21
15140	Crustaceans, crab, blue, cooked, moist heat	83	17.88	0	0.74	0	0	395	0.201	1 cup, flaked and pieces	118	1 cup,  (not packed)	135
15114	Fish, trout, mixed species, raw	148	20.77	0	6.61	0	0	52	1.149	1 fillet	79	3 oz	85
15141	Crustaceans, crab, blue, canned	83	17.88	0	0.74	0	0	563	0.201	1 cup	135	1 oz	28.35
15142	Crustaceans, crab, blue, crab cakes, home recipe	155	20.21	0.48	7.52	0		330	1.483	1 cake	60		
15143	Crustaceans, crab, dungeness, raw	86	17.41	0.74	0.97	0		295	0.132	3 oz	85	1 crab	163
15144	Crustaceans, crab, queen, raw	90	18.5	0	1.18	0		539	0.143	3 oz	85		
15145	Crustaceans, crayfish, mixed species, wild, raw	77	15.97	0	0.95	0	0	58	0.159	3 oz	85	8 crayfish	27
15146	Crustaceans, crayfish, mixed species, wild, cooked, moist heat	82	16.77	0	1.2	0	0	94	0.181	3 oz	85		
16397	Peanut butter, chunk style, without salt	589	24.06	21.57	49.94	8	8.41	17	7.607	2 tbsp	32	1 cup	258
16398	Peanut butter, smooth style, without salt	598	22.21	22.31	51.36	5	10.49	17	10.325	2 tbsp	32	1 cup	258
16399	Peanut butter with omega-3, creamy	608	24.47	17	54.17	6.1	3.11	356	9.691	1 tbsp	16		
16402	Pigeon peas (red gram), mature seeds, cooked, boiled, with salt	121	6.76	23.25	0.38	6.7		241	0.083	1 cup	168		
16403	Refried beans, canned, traditional, reduced sodium	89	4.98	13.55	2.01	3.7	0.54	138	0.631	1 cup	238	1 tablespoon	16
16409	Soybeans, mature seeds, cooked, boiled, with salt	172	18.21	8.36	8.97	6	2.36	237	1.297	1 cup	172		
16410	Soybeans, mature seeds, roasted, no salt added	469	38.55	30.22	25.4	17.7		4	3.674	1 cup	172		
16420	Soy protein concentrate, produced by acid wash	328	63.63	25.41	0.46	5.5	20	900	0.052	1 oz	28.35		
16422	Soy protein isolate, potassium type	321	88.32	2.59	0.53	0	0	50	0.077	1 oz	28.35		
16424	Soy sauce made from soy and wheat (shoyu), low sodium	57	9.05	5.59	0.3	0.7	0.5	3598	0.035	1 tbsp	14.2	1 tsp	4.6
16425	Soy sauce, reduced sodium, made from hydrolyzed vegetable protein	90	8.19	14.44	0.31	0.3	5.63	2890	0.02	1 tbsp	15	1 tsp	4.9
16426	Tofu, raw, firm, prepared with calcium sulfate	144	17.27	2.78	8.72	2.3		14	1.261	.5 cup	126	.25 block	81
16427	Tofu, raw, regular, prepared with calcium sulfate	76	8.08	1.87	4.78	0.3	0.62	7	0.691	.5 cup	124	.25 block	116
16428	Tofu, dried-frozen (koyadofu), prepared with calcium sulfate	470	52.43	8.3	30.34	1.2		6	4.388	1 piece	17		
16429	Tofu, fried, prepared with calcium sulfate	270	18.82	8.86	20.18	3.9		16	2.918	1 piece	13		
16432	Tofu, salted and fermented (fuyu), prepared with calcium sulfate	116	8.15	5.15	8			2873	1.157	1 block	11		
16434	Yardlong beans, mature seeds, cooked, boiled, with salt	118	8.29	21.09	0.45	3.8		241	0.116	1 cup	171		
16436	Winged beans, mature seeds, cooked, boiled, with salt	147	10.62	14.94	5.84			249	0.825	1 cup	172		
16500	LOMA LINDA Little Links, canned, unprepared	221	19.4	5.5	13.5	4.2	0.8	472	2	2 links	46		
16502	LOMA LINDA Low Fat Big Franks, canned, unprepared	154	23.1	4.9	4.7	4.1	0.3	481	0.5	1 link	51		
16504	LOMA LINDA Tender Rounds with Gravy, canned, unprepared	145	16.3	7.4	5.6	3.5	1	443	0.7	6 pieces	80		
16505	LOMA LINDA Swiss Stake with Gravy, canned, unprepared	138	10.2	10.4	6.2	3.2	0.9	471	0.8	1 piece	92		
16506	LOMA LINDA Vege-Burger, canned, unprepared	114	22.2	3.7	1.2	2.6	0.8	222	0.2	.25 cup	55		
16507	LOMA LINDA Redi-Burger, canned, unprepared	146	21.9	8.2	2.8	4.3	1.2	508	0.4	1 slice, , 5/8"	85		
16508	LOMA LINDA Tender Bits, canned, unprepared	135	15.1	8.3	4.6	4.3	0.6	613	0.7	6 pieces	85		
16509	LOMA LINDA Linketts, canned, unprepared	209	21.3	4.4	11.8	3	0.3	401	1.6	1 link	35		
16510	WORTHINGTON Chili, canned, unprepared	126	10.4	10.9	4.5	3.4	1.3	453	0.7	1 cup	230		
16511	WORTHINGTON Choplets, canned, unprepared	103	19.4	4.1	1	2.8	0.4	456	0.1	2 slices	92		
16512	WORTHINGTON Diced Chik, canned, unprepared	80	14.7	3.7	0.7	1.4	0.1	344		.25 cup	55		
16513	WORTHINGTON FriChik Original, canned, unprepared	160	13.4	3.4	10.3	1.5	0.1	401	1.4	2 pieces	90		
16514	WORTHINGTON Low Fat Fri Chik, canned, unprepared	102	14.3	4.9	2.7	1	0	416	0.4	2 pieces	85		
16515	WORTHINGTON Low Fat Veja-Links, canned, unprepared	123	15.8	4.3	4.8	1.2	0.7	612	0.7	1 link	31		
13800	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, select, cooked	245	26.06	0	15.09	0	0	51	6.163	3 oz	85		
13803	Beef, brisket, whole, separable lean and fat, trimmed to 1/8" fat, all grades, raw	251	18.42	0	19.06	0	0	69	7.53	1 oz	28.35	1 lb	453.6
13804	Beef, brisket, whole, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	331	25.85	0	24.5	0	0	64	9.44	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	329
13805	Beef, brisket, flat half, separable lean and fat, trimmed to 1/8" fat, all grades, raw	277	17.94	0	22.18	0	0	59	8.951	3 oz	85	1 steak	452
13806	Beef, brisket, flat half, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	289	28.82	0	18.42	0	0	48	7.305	3 oz	85	1 steak,  (yield from raw steak weighing 550 g)	380
13807	Beef, brisket, point half, separable lean and fat, trimmed to 1/8" fat, all grades, raw	265	17.65	0	20.98	0	0	72	8.42	1 oz	28.35	1 lb	453.6
13808	Beef, brisket, point half, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	349	24.4	0	27.17	0	0	69	10.64	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	332
13809	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, all grades, raw	244	19.23	0	17.98	0	0	62	7.254	1 oz	28.35	1 lb	453.6
13810	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	302	30.12	0	19.22	0	0	50	7.62	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	258
13811	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, choice, raw	249	19.14	0	18.57	0	0	63	7.492	1 oz	28.35	1 roast	1801
13812	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	309	30.2	0	19.93	0	0	49	7.902	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	258
13813	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, select, raw	239	19.33	0	17.39	0	0	62	7.016	1 oz	28.35	1 roast	1783
13814	Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, braised	295	30.05	0	18.5	0	0	50	7.337	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	257
13815	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, all grades, raw	248	17.16	0	19.41	0	0	68	7.82	1 oz	28.35	1 lb	453.6
13816	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	341	26.78	0	25.12	0	0	65	10	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	247
13817	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, choice, raw	265	16.98	0	21.31	0	0	67	8.59	1 oz	28.35	1 lb	453.6
13818	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	359	26.37	0	27.26	0	0	64	10.86	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	247
13819	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, select, raw	230	17.37	0	17.33	0	0	69	6.99	1 oz	28.35	1 lb	453.6
13820	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, braised	318	27.33	0	22.35	0	0	66	8.89	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	247
13821	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0" fat, all grades, cooked, roasted	183	26.65	0	8.46	0	0	80	3.422	3 oz	85	1 roast	609
14227	Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink	49	0.22	11.98	0.01	0.6	11.42	3	0.001	8 fl oz	247		
14231	Beverages, KRAFT, coffee, instant, French Vanilla Cafe	481	2.5	74.6	19.2	1.4	54.3	399	4.6	1 NLEA Serving	14		
14233	Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink	49	0.28	11.96	0	0.6	11.4	14	0.001	8 fl oz	248		
14234	Beverages, OCEAN SPRAY, Cran Lemonade	45	0.07	11.12	0	0.6	10.4	52	0.001	8 fl oz	247		
14235	Beverages, OCEAN SPRAY, Diet Cran Cherry	4	0.21	0.7	0	0.6	0.22	8	0.001	8 fl oz	237		
14236	Beverages, coffee substitute, cereal grain beverage, powder	360	6.01	78.42	2.52	23.3	4.63	83	0.603	1 tsp,  (1 serving)	3		
14237	Beverages, coffee substitute, cereal grain beverage, prepared with water	6	0.1	1.3	0.04	0.4	0.08	5	0.01	1 fl oz	30.1	1 serving,  6 fl oz	180
14238	Beverages, cranberry-apple juice drink, bottled	63	0	15.85	0.11	0	14.5	2	0.013	1 fl oz	30.6	1 cup,  (8 fl oz)	245
14239	Alcoholic beverage, malt beer, hard lemonade	68	0	10.07	0	0	9.77	5	0	11.2 fl oz	335		
14240	Beverages, cranberry-apricot juice drink, bottled	64	0.2	16.2	0	0.1		2	0	1 fl oz	30.6	1 cup,  (8 fl oz)	245
14241	Beverages, cranberry-grape juice drink, bottled	56	0.2	14	0.1	0.1		3	0.033	1 fl oz	30.6	1 cup,  (8 fl oz)	245
14242	Cranberry juice cocktail, bottled	54	0	13.52	0.1	0	11.87	2	0.009	1 fl oz	31.6	1 cup,  (8 fl oz)	253
14243	Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener	19	0.02	4.6	0.01	0	4.59	3	0	1 fl oz	29.6	1 cup,  (8 fl oz)	237
14245	Beverages, Eggnog-flavor mix, powder, prepared with whole milk	95	2.93	14.2	3.02	0	12.66	55	1.701	1 cup,  (8 fl oz)	272		
14246	Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C	378	0	94.45	0	0	0	0	0	2 tbsp	4.5		
15147	Crustaceans, lobster, northern, raw	77	16.52	0	0.75	0	0	423	0.181	1 lobster	150	3 oz	85
15148	Crustaceans, lobster, northern, cooked, moist heat	89	19	0	0.86	0	0	486	0.208	1 cup	145	3 oz	85
15149	Crustaceans, shrimp, mixed species, raw (may have been previously frozen)	71	13.61	0.91	1.01	0	0	566	0.261	1 medium	6	1 small	5
15150	Crustaceans, shrimp, mixed species, cooked, breaded and fried	242	21.39	11.47	12.28	0.4	0.8	344	2.087	3 oz	85	4 large	30
15151	Crustaceans, shrimp, mixed species, cooked, moist heat (may have been previously frozen)	119	22.78	1.52	1.7	0	0	947	0.521	3 oz	85	4 large	22
15152	Crustaceans, shrimp, mixed species, canned	100	20.42	0	1.36	0	0	870	0.188	1 cup	128	1 oz	28.35
15153	Crustaceans, shrimp, mixed species, imitation, made from surimi	101	12.39	9.13	1.47	0		705	0.29	3 oz	85		
15154	Crustaceans, spiny lobster, mixed species, raw	112	20.6	2.43	1.51	0		177	0.237	3 oz	85	1 lobster	209
15155	Mollusks, abalone, mixed species, raw	105	17.1	6.01	0.76	0	0	301	0.149	3 oz	85		
15156	Mollusks, abalone, mixed species, cooked, fried	189	19.63	11.05	6.78	0		591	1.646	3 oz	85		
15157	Mollusks, clam, mixed species, raw	86	14.67	3.57	0.96	0	0	601	0.187	3 oz	85	1 large	20
15158	Mollusks, clam, mixed species, cooked, breaded and fried	202	14.24	10.33	11.15			364	2.683	3 oz	85	20 small	188
15159	Mollusks, clam, mixed species, cooked, moist heat	148	25.55	5.13	1.95	0		1202	0.188	3 oz	85	20 small	190
15160	Mollusks, clam, mixed species, canned, drained solids	142	24.25	5.9	1.59	0	0	112	0.309	3 oz	85	1 cup	160
15162	Mollusks, clam, mixed species, canned, liquid	2	0.4	0.1	0.02	0	0	215	0.002	3 oz	85	1 cup	240
15163	Mollusks, cuttlefish, mixed species, raw	79	16.24	0.82	0.7	0		372	0.118	3 oz	85		
15164	Mollusks, mussel, blue, raw	86	11.9	3.69	2.24	0	0	286	0.425	1 cup	150	1 oz	28.35
15165	Mollusks, mussel, blue, cooked, moist heat	172	23.8	7.39	4.48	0		369	0.85	3 oz	85		
15166	Mollusks, octopus, common, raw	82	14.91	2.2	1.04	0	0	230	0.227	3 oz	85		
15167	Mollusks, oyster, eastern, wild, raw	51	5.71	2.72	1.71	0	0.62	85	0.474	6 medium	84	1 cup	248
15168	Mollusks, oyster, eastern, cooked, breaded and fried	199	8.77	11.62	12.58			417	3.197	3 oz	85	6 medium	88
15169	Mollusks, oyster, eastern, wild, cooked, moist heat	102	11.42	5.45	3.42	0	1.23	166	0.948	3 oz	85	6 medium	42
16516	WORTHINGTON Multigrain Cutlets, canned, unprepared	117	23.29	7.3	1.5	4.5	0.2	371	0.3	2 slices	92		
16517	WORTHINGTON Prime Stakes, canned, unprepared	135	10.2	7.5	7.2	1.4	0.3	480	1	1 piece	92		
16518	WORTHINGTON Saucettes, canned, unprepared	219	15	5.6	15.2	2.8	0.2	532		1 link	38		
16519	WORTHINGTON Super Links, canned, unprepared	219	14.5	5.5	15.5	1.8	0.6	708	2.1	1 link	48		
16521	WORTHINGTON Vegetable Skallops, canned, unprepared	109	19.9	4.6	1.2	3.4	0.3	460	0.2	.5 cup	85		
16522	WORTHINGTON Vegetable Steaks, canned, unprepared	113	20.7	5.1	1.2	2.2	0.5	417		2 slices	72		
16523	WORTHINGTON Vegetarian Burger, canned, unprepared	124	18.6	6.2	2.9	2.7	0.6	451	0.5	.25 cup	55		
16524	WORTHINGTON Veja-Links, canned, unprepared	155	14.6	4.1	8.9	3.3	0.5	530	1.3	1 link	31		
16525	WORTHINGTON Chic-Ketts, frozen, unprepared	200	23.6	5.1	9.7	1.2	0.1	642	1.5	2 slices,  (3/8" thick)	55		
16526	WORTHINGTON Meatless Chicken Roll, frozen, unprepared	154	16.1	4.3	8	2.4	0.8	452	1.2	1 slices, , 3/8"	55		
16527	WORTHINGTON Meatless Corned Beef Roll, frozen, unprepared	245	18.6	9.9	14.5	0	2.1	758	2.3	2 slices, , 3/8"	55		
16528	WORTHINGTON Dinner Roast, frozen, unprepared	213	16	6.9	13.5	3.1	1	671	2.4	1 slice, , 3/4"	85		
16529	WORTHINGTON FriPats, frozen, unprepared	209	23.7	8	9.1	2.8	1.4	517	1.4	1 patty	64		
16531	WORTHINGTON Prosage Links, frozen, unprepared	143	20.2	5	4.7	2.8	0.8	819	0.9	2 links	45		
16532	WORTHINGTON Prosage Roll, frozen, unprepared	261	19.6	6	17.6	3.5	0.2	667	3.4	1 slice, , 5/8"	55		
16533	WORTHINGTON Smoked Turkey Roll, frozen, unprepared	251	18.5	7.9	16.1	1.1	2.4	859	2.3	1 slice, , 3/8"	55		
16534	WORTHINGTON Stakelets, frozen, unprepared	211	19.7	9.6	10.4	2.8	1.2	651	1.8	1 piece	71		
16535	WORTHINGTON Stripples, frozen, unprepared	346	12.4	14.3	26.6	5.1	0.8	1463	4.2	2 strip	16		
16536	WORTHINGTON Wham (roll), frozen, unprepared	196	17.8	5.7	11.3	0	3.2	717	1.6	1 slice, , 3/8"	55		
16538	MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, frozen, unprepared	220	23.7	12.6	8.3	7.6	2.2	690	1	1 Patty	38		
16542	MORNINGSTAR FARMS Breakfast Bacon Strips, frozen, unprepared	346	12.4	14.3	26.6	5.1	0.8	1463	4.2	2 strips	16		
16546	MORNINGSTAR FARMS Breakfast Sausage Links, frozen, unprepared	159	19.2	6.8	6.1	4	1	670	0.7	2 links	45		
16548	MORNINGSTAR FARMS Grillers Original, frozen, unprepared	213	23.9	8.5	9.3	4.4	1.2	422	1.7	1 burger	64		
16549	MORNINGSTAR FARMS Grillers Prime, frozen, unprepared	238	24	5.9	13.2	2.6	0.3	501	1.6	1 burger	71		
16551	MORNINGSTAR FARMS Asian Veggie Patties, frozen, unprepared	158	11.4	18.2	6.2	5.1	5	741	0.9	1 burger	67		
16552	MORNINGSTAR FARMS Mushroom Lover's Burger, frozen, unprepared	168	14.3	9.2	8.2	5.1	0.5	445	1.1	1 burger	64		
16554	MORNINGSTAR FARMS Tomato & Basil Pizza Burger, frozen, unprepared	161	15.5	14	8.6	9.1	2.6	414	2.5	1 burger	67		
16555	MORNINGSTAR FARMS Buffalo Wings, frozen, unprepared	232	14.1	22.6	11	4.8	2.8	642	1.7	5 Wings	85		
16556	MORNINGSTAR FARMS Chik'n Nuggets, frozen, unprepared	221	14.4	21.8	10	4.9	2.2	702	1.5	4 nuggets	86		
16557	MORNINGSTAR FARMS Chik Patties, frozen, unprepared	197	11.8	22.9	7	3	2	835	0.8	1 patty	71		
16558	MORNINGSTAR FARMS Italian Herb Chik'n Pattie, frozen, unprepared	236	13.6	31.1	7	3.4	1.5	682	0.8				
16560	MORNINGSTAR FARMS Corn Dog, frozen, unprepared	208	11.2	36	3.5	3.8	11	666	0.6	1 dog	71		
16561	MORNINGSTAR FARMS Corn Dog Mini, frozen, unprepared	219	13.2	32.6	4.7	2.6	8	678	0.8	4 pieces	76		
16565	MORNINGSTAR FARMS Sausage Style Recipe Crumbles, frozen, unprepared	159	20.2	9.9	4.6	4.6	1.4	758	0.5	.667 cup	55		
16570	GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared	133	6.5	22	3.9	6.1	3.6	545	0.4	1 patty	71		
16579	GARDENBURGER Original, frozen, unprepared	155	7.2	22.1	4.6	5	0.6	684	2.4	1 patty	71		
16581	GARDENBURGER Flame Grilled Burger, frozen, unprepared	122	15.2	6.8	4.4	3.7	0.4	445	0.4	1 patty	96		
16584	GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared	138	5.9	22.1	3.3	7.1	1.2	633	1.1	1 patty	71		
16585	GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared	137	5.5	23.7	3.6	5.2	2.6	387	1	1 patty	71		
16586	GARDENBURGER Veggie Medley Burger, frozen, unprepared	121	4.1	24	3.6	7.1	2	559	0.4	1 patty	71		
13825	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	337	22.42	0	26.75	0		63	10.85	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	267
